ID de lieu,Quantité,
MW04G4,1,
MP00C2,1,
MT08D3,1,
MY16A0,1,
MQ11D1,1,
MT08E2,1,
MC00B3,1,
MY18F5,1,
MW03C4,1,
ZM25A0,1,
MW04G3,1,
MP00D2,2,
ZM23D1,1,
MQ11B4,2,
MQ10A3,2,
MW04H3,1,
MV18A3,1,
MQ11B5,2,
MX00D0,1,
MY20C1,1,
QA00A0,2,
ML02G5,1,
ML08D4,1,
MC02B1,2,
MW17A0,1,
MN01A2,1,
MC02C3,1,
MK00F4,1,
MY13A1,1,
MI11B2,1,
MN01F0,1,
MM04C3,1,
MR09B2,1,
ZM18A2,0,
MX22H0,1,
MP06E2,1,
MO11A3,1,
ML08F4,1,
MO11B2,0,
ML02A0,1,
MO08A1,1,
MM05A3,1,
ML06F5,1,
MK11B0,1,
MJ05A1,1,
MO01B3,1,
MJ01B2,1,
MO09B2,1,
MP03F2,1,
MW11B0,1,
MM05D2,1,
MT09D4,1,
ML10E4,1,
MO08B2,1,
MB01D2,1,
MM03D4,1,
MN07A3,1,
MO09C1,1,
MT07D4,1,
MF03H4,1,
MN02C2,1,
ML01D4,1,
MY11E3,1,
ZM03A1,1,
MD03C4,1,
MX00C2,1,
MN03B2,1,
MC04B2,1,
MO09A0,1,
MD01A1,1,
MD01A0,1,
MK11C2,1,
ZM01E1,1,
MO02A2,1,
MJ02E0,1,
MM02A1,1,
MN03A3,2,
MX00D3,0,
MW04A3,2,
MP00C2,1,
ZM25B5,2,
MO00B2,1,
MN03E1,1,
MP02E4,1,
MQ04H2,1,
MX14A1,1,
MQ06E1,1,
MP00C4,1,
MW04A3,1,
MF04A0,1,
MO01A2,1,
MS07C2,1,
MN00B0,1,
MX05B0,0,
ML09A2,1,
MK10C1,1,
MY10B3,1,
MR10D0,1,
MJ08A2,1,
ZM14A1,2,
MN00A2,1,
MW08C2,1,
MM08A1,2,
MR10B2,1,
MK08B3,1,
MT20D4,1,
MO05B2,2,
MO10A2,1,
MM08A1,1,
MP08B2,2,
MY01C3,1,
ZM18C3,1,
MS00A2,1,
DC00H2,1,
MR11B0,1,
MP06A2,2,
MP06C5,1,
MW13I5,1,
MK10C1,1,
MP00A2,2,
ZM15C2,1,
MW15A3,1,
MT20C2,2,
ZM18C0,1,
MO11A3,1,
MX14C1,1,
MQ06E2,1,
MW03B3,1,
MT10F4,1,
MN00A4,1,
MS07A4,1,
MT10E2,2,
MM07A2,1,
ZM02A3,1,
MP04E3,1,
ZM17C3,1,
MK00D2,1,
MX12E4,1,
MO00A2,2,
ZM11A3,1,
MQ01D2,2,
MR06A2,1,
MY04A4,2,
MR01B3,2,
MS07D1,1,
MX11C2,1,
ZM00B3,1,
MN02A2,1,
MQ05B4,1,
MR04D2,1,
MY02F1,1,
ZM23B3,1,
ML08E1,1,
MT13A0,1,
ZM13A1,1,
MJ05C3,4,
MJ11B0,3,
MB08D3,1,
ZM01D0,2,
MP11B0,1,
MQ05D4,1,
MR08A0,1,
MC01C3,1,
MJ04C3,1,
MY18C2,1,
MO10A3,1,
MC01B2,4,
MB11B2,2,
ZM01B2,3,
MI11D4,1,
ZM23D1,1,
MF04H3,1,
MW02A0,1,
MB08H0,1,
MD03E4,1,
MY01E1,1,
MP03A5,1,
MW04E3,1,
ZM01E4,1,
MR11B2,1,
MF01F5,2,
MR06A3,1,
MC02D3,1,
MQ04C7,1,
ZM00D0,1,
MP00C4,1,
ME07F3,1,
MW18C2,1,
MF00B6,1,
MD10D1,1,
MJ06E1,1,
MT13C3,1,
MY11B5,1,
MQ02D2,2,
MS09G5,1,
MF05G6,1,
MN08A3,1,
MW00C2,0,
MW22G0,1,
MF04C4,1,
MW06C1,1,
MX00A1,1,
MY01B0,1,
MW09C0,1,
MV03B4,1,
MT03F0,1,
MW04H0,1,
MW00B1,1,
MK11B3,1,
MQ11A3,1,
MF05A6,2,
MY21F1,1,
MJ06E0,1,
MY01E4,1,
MJ05B2,1,
ZM03A1,1,
ZM14C3,1,
MK10A2,1,
MY01A1,1,
MW00D0,1,
MM11F4,2,
MD11B3,1,
ZM23D0,1,
MJ09F2,1,
MT09D3,2,
MX14D4,1,
MW00B1,1,
MW04I5,1,
MV03E5,1,
MS00A2,1,
MK11C3,1,
ZM01D4,1,
ML10A4,1,
MW06B1,1,
MJ00A1,1,
MT03B0,1,
MY01B4,1,
MC01C2,1,
MM07E1,1,
MY01E2,1,
MO11C3,1,
MX14F5,2,
MQ07A2,1,
MP09E3,1,
MD06B2,2,
MC02D3,2,
MC02A1,1,
MX21D5,1,
MM11F4,1,
MM08C4,1,
MS01A1,1,
MW10B3,1,
MQ04I4,1,
MY03C2,1,
MC09A2,1,
MP03E1,1,
MO00D0,1,
MK10C2,1,
MV21A5,1,
MC01B3,2,
ZM00B2,1,
MY01A5,1,
MW04A5,1,
MY01D2,2,
MR08C3,1,
MW04J5,1,
MW00A1,1,
MX05A0,1,
MR03A2,1,
MV03A4,1,
MK10A2,2,
MD01C2,1,
MV21C0,1,
MW01B3,1,
MP00B3,1,
MW09G3,1,
MF02H4,1,
MN06B4,1,
MX12D1,1,
ZM01C2,1,
ZM23C4,1,
MM09A4,0,
MA02F1,1,
MX00C2,1,
MV21E2,1,
MN00A2,1,
MM07A3,1,
MW04G5,1,
MY11A2,1,
MW21E0,1,
MO00A3,1,
MT08C3,1,
MY08A0,1,
MO11B2,1,
MP00A4,1,
MA09B1,2,
ZM01E1,1,
MX06C4,0,
MC03A2,1,
MY01C4,1,
ZM18A1,2,
MR11A2,1,
MW22G0,1,
ZM01A1,1,
MP01D2,1,
MX06A1,1,
MC02A2,1,
MN03A3,1,
MJ01E2,0,
MJ05A1,1,
ML11D2,1,
MV03B5,1,
MY06A1,1,
MX09C3,1,
MK09E0,2,
ME10D2,1,
