ID de lieu,Quantité,
MC03D2,1,
MN00A0,1,
MX01A3,1,
MO11C3,2,
MQ09D5,1,
ZM17C2,1,
MP00A4,1,
MQ08A4,2,
MU01B2,2,
MQ04C7,1,
MC03E3,2,
ZM01C0,1,
ZM14C2,2,
MP07A2,2,
MK05F0,2,
MW19C3,1,
MP07A3,1,
MS02E5,1,
MM08C4,1,
MX06A4,1,
MN11E3,1,
MW02A1,1,
MB11B2,1,
MN06B0,2,
MX17C5,1,
MP00A3,1,
MM00D2,1,
MY07F2,1,
MO03B2,1,
MW00D3,1,
MO00A3,1,
ZM15B0,2,
,0,
MW07C3,1,
ZM18A1,2,
MY21E4,1,
MS00A1,1,
MX12B4,1,
MY22C4,1,
ML11B3,1,
MY07B4,1,
MW02A3,1,
ML11B3,1,
MW07C3,1,
MO03B2,1,
MO00A3,1,
MY22C4,1,
MW02A3,1,
MW00D3,1,
MX12B4,1,
MM00D2,1,
ZM15B0,2,
MS00A1,1,
ZM18A1,2,
MY07B4,1,
MY07F2,1,
MY21E4,1,
MD03C3,1,
MX04A1,1,
MS02D0,1,
MX21F4,1,
MT08C5,1,
ZM01D3,2,
MW04G0,1,
MS09A0,1,
MX06B0,1,
MX14E2,1,
MJ10D1,1,
MW04F4,1,
MR06B1,1,
MJ05B2,1,
,0,
MX04D4,2,
MS09A0,1,
MX04A1,1,
MJ05B2,1,
MD03C3,1,
MJ10D1,1,
MR06B1,1,
MX06B0,1,
MT08C5,1,
MX04D4,2,
MS02D0,1,
MW04G0,1,
MW04F4,1,
MX14E2,1,
ZM01D3,2,
MX21F4,1,
MX03A2,2,
MT02E1,1,
MR05A3,2,
MX06C0,1,
MF03C2,1,
MO00B2,1,
MX17D3,1,
MT03B2,1,
MX04B5,1,
MY07E3,2,
MF00G6,1,
MP05D2,1,
MX17A4,1,
MJ05E2,2,
MJ04D3,1,
MI04C1,1,
QA03B2,2,
MR06A1,1,
ZM22B2,2,
MC08C0,1,
MT15A2,1,
MN05C3,1,
ML08E3,2,
MR08D3,1,
,0,
MT03D4,1,
MN01B4,1,
MD11A3,1,
MV04A2,1,
MR10A2,1,
MT03C0,1,
MO04A3,1,
MN06B4,2,
MM09F1,1,
MM08E3,2,
MQ08D5,3,
MI04F4,1,
MF02G4,1,
MX19F0,1,
MN07D0,1,
MW04J5,1,
,0,
MQ00A2,2,
MN07A3,1,
MF00F6,2,
MF02H1,1,
MX01A0,2,
MV03F3,1,
MO04A3,1,
MM08E3,2,
ML08E3,2,
MV04A2,1,
MN05C3,1,
MT03D4,1,
MR08D3,1,
MR10A2,1,
MT03C0,1,
MN06B4,2,
MN01B4,1,
MD11A3,1,
MM09F1,1,
MT15A2,1,
MF02G4,1,
MW04J5,1,
MN07D0,1,
MV03F3,1,
MF00F6,2,
MQ08D5,3,
MI04F4,1,
MQ00A2,2,
MF02H1,1,
MX01A0,2,
MX19F0,1,
MN07A3,1,
MO11B1,4,
MO11C3,1,
MO06B4,1,
MR01B2,1,
MO11B2,1,
MP07A3,1,
MK10B1,3,
ZM23B1,1,
MX05A0,1,
ML10E1,1,
MI11E3,2,
MW02B1,1,
ZM23B2,1,
ZM23C2,1,
MW14E2,1,
MW16A0,1,
QA02B1,2,
ML10A3,1,
MW19C1,1,
ME01A0,1,
MI05D3,1,
MO03B0,1,
MI05E3,1,
MN01D4,1,
MF06H0,1,
MN03B2,0,
MF05B3,1,
MF06H1,1,
MO05D1,1,
MW11D4,1,
MN03B2,0,
ML11D2,1,
MP09E3,1,
MO03A2,1,
MP00D3,2,
MQ00A2,1,
MN04A5,1,
MY07A1,1,
ML09E4,1,
ZM25E2,1,
MN04A5,1,
ZM18A3,1,
MR01D1,2,
MQ05D4,2,
MF02H1,1,
MC04C0,0,
MC04D1,1,
MC04A1,1,
MW19C4,2,
MW09F4,1,
MY21D4,1,
MM10B0,4,
MP01D1,1,
ZM17B0,1,
MV21B5,1,
MQ00A4,2,
MR03A3,1,
MC02A1,2,
MO06D4,1,
MO06B4,1,
MP02D4,2,
MK09D3,1,
QA01F0,2,
MB02C2,2,
MA04C2,2,
MC01C1,2,
MX12B4,1,
MW08C3,1,
MF06D3,1,
MW14G4,1,
MY02F5,1,
MO11C3,1,
ML08E1,1,
ZM01A2,1,
MD01B0,1,
ZM01B2,1,
MB01D2,1,
MY13A0,1,
MC04C2,1,
MX21D5,1,
MY02A4,1,
MS07A2,1,
MW01C3,1,
MO08B1,1,
