ID de lieu,Quantité,
MC03A2,1,
MQ02C2,1,
MW02A1,1,
MI05B4,1,
ZM16B3,1,
MF00H5,1,
MF03C6,1,
ML08D4,1,
MD11B0,1,
ML10D1,1,
MY22C4,3,
MC04B3,2,
MY18G4,1,
ML08C1,1,
MX13C3,1,
MN00A1,1,
ZM17C2,2,
MR10D3,1,
MW09E3,1,
MT15D2,1,
ZM01D4,1,
MY09C5,1,
MW00D3,3,
ZM03A1,1,
MO05A3,1,
MY18C2,1,
MR09A3,1,
MS01D0,1,
MM07D3,1,
ZM21A3,1,
MM07A4,1,
MN02D3,1,
MY08A2,1,
MT04A5,1,
MN00A1,1,
ZM13C2,1,
MO05B3,1,
ZM04A0,1,
MX13C1,1,
MQ05A2,4,
MW07A4,1,
MW00C2,1,
MT04B2,2,
MY00B0,1,
MS00E1,1,
MR11C4,2,
MY03D5,1,
MQ06C2,3,
MR05B2,1,
MQ04B8,1,
MY17B1,1,
ML11E5,1,
MO05B1,1,
MT02F3,1,
MT05A4,1,
MM07A4,1,
MP00C4,1,
MW17C3,1,
MQ00B1,1,
MO03D1,2,
MP09F2,1,
MX06A4,1,
MO11C0,1,
MR05A3,1,
MJ11B4,1,
MO06B3,1,
MX01A0,1,
MJ08A4,1,
MO11B2,1,
MW07A2,1,
MO06E1,1,
MK08C3,3,
MO03F0,1,
MV03A2,1,
MN08B3,1,
ML09A2,1,
ZM15A3,1,
MW07D0,1,
MW11D5,1,
MN01D2,1,
ZM16B2,1,
MF06F4,1,
MJ08A4,1,
MK10A2,2,
ZM13B0,1,
MJ02E0,1,
MJ09D2,1,
MQ05E0,1,
MN02D4,1,
MN06A0,1,
MR01B3,1,
MK11B3,2,
MQ00A4,1,
MP00B2,1,
MF03D5,1,
MO11C3,2,
MF05A6,1,
MP01C2,1,
ZM13A2,1,
MY08A2,1,
MJ01C0,1,
MN05E0,1,
MT01A1,1,
MW00B3,2,
MO11B2,3,
MY06B0,2,
MM11B3,2,
MO01A2,1,
MI10F4,1,
MQ01B2,1,
MQ00A4,1,
MW04H3,1,
MP00D3,2,
MK00E3,1,
MB09A3,1,
MN02D3,1,
MP07A2,1,
MW14F5,1,
MO11C3,1,
MW13H5,2,
MT10B2,1,
MN00A2,1,
MO03C1,1,
MY07C2,1,
MO04C3,1,
MO11B2,1,
MP11B2,1,
ZM21A2,1,
MT08C3,1,
MF01F2,1,
MO11A3,1,
MQ04G4,1,
MQ04B9,1,
MR10A2,2,
MT00B0,1,
MW04G4,1,
MO05A0,1,
QA01B0,1,
MW04K1,1,
MO03B2,1,
MY07C2,0,
MV03B5,1,
MM07C4,1,
MO03A1,1,
MS07C0,1,
MM08A1,2,
ZM12B1,1,
MT10D3,1,
MV18H5,2,
MC02D2,1,
MI11D4,2,
MN02A0,1,
MX21F1,1,
MC01B1,1,
MW14F5,1,
MX06D1,1,
ZM12B0,1,
MQ06C2,1,
MJ05C2,1,
MX22H0,1,
MW04I4,3,
MJ04E1,1,
MS03A0,1,
MY12C2,1,
MP01D3,1,
MF05A5,2,
MR05B1,1,
MW04G3,1,
MT05F5,1,
MC01B3,1,
MQ05D4,1,
MD03B2,1,
MB11B2,1,
MK09E4,1,
MV18A5,2,
MU01C2,1,
MW02A1,1,
MJ08E0,1,
MO02A2,1,
MV23D5,1,
MO01B3,1,
ML09B3,2,
MT05C1,1,
MR06A1,1,
MO11A3,1,
MM07A5,1,
MT10D2,1,
MY23A1,1,
ZM16A3,1,
MJ02A1,1,
MF05A6,1,
MX09A3,2,
MK08D0,2,
ZM13B0,1,
MN00B4,2,
MK04A3,1,
MW00D3,1,
MR09A1,2,
MJ05F2,1,
MO00B2,2,
MR05B1,3,
MP00A3,1,
MX06B3,2,
ZM23B3,1,
MR08B3,2,
MO11A3,1,
MK09B2,1,
MW08B0,1,
MS07A1,1,
MX13C1,2,
MO11D0,2,
MR08A0,2,
MY02A5,2,
MW04F4,1,
MP05B2,1,
MT10D3,2,
MJ04D2,1,
MF01E3,2,
MJ04D3,1,
MR11C3,1,
MY00B0,1,
MP00C4,1,
ML11B1,2,
MF00E3,2,
MW09C0,1,
ZM13A3,1,
MR11D4,1,
MY01A1,1,
MJ11E1,1,
MR08C3,1,
MP00D2,3,
MN05B2,1,
MY00B0,1,
MQ01C2,2,
MW09C2,1,
MY07F4,1,
MM08A1,2,
MT09B4,2,
MY12D3,1,
MY12B2,1,
MY02F5,1,
MR03A3,4,
ZM17C3,1,
MK08C3,3,
MK09A4,1,
MO10A3,1,
MO06D4,1,
MO11B2,1,
MR02A3,1,
MK09E4,1,
MO11C3,2,
MR06A1,1,
MF02C5,1,
MI11A2,1,
MR06A1,1,
MP03H0,1,
MY13B3,1,
MO03D0,2,
MO10A1,1,
MW00D3,1,
MX12B4,1,
ME02H1,1,
MY07E3,2,
MP11A0,1,
MN04A2,2,
MN00B3,1,
MC02C3,1,
MR03A3,2,
ME02E2,1,
MF05A2,1,
ZM16A1,1,
MW09A5,1,
MY02C3,1,
MO06B4,1,
MO11B2,1,
MN00B1,1,
MY02D3,1,
MA01A1,1,
MO11C3,1,
MO00A0,1,
MY02F3,1,
MN03F0,0,
MY02E0,1,
ZM23B3,1,
QA00A1,2,
MP00B3,1,
QA02C3,2,
MY18C2,1,
MW09C0,1,
MW13B5,1,
MP07A2,1,
MT14C2,1,
MQ06A3,1,
MP03H0,1,
MW01A1,1,
MR11E2,1,
QA04B1,1,
ZM17C3,1,
MT09D4,1,
MW03B2,1,
MC01D2,1,
MT01A1,1,
MW13E5,1,
MW17B3,1,
MM07A4,1,
MW04H1,1,
MJ04D2,1,
MK10A2,3,
MQ05B4,1,
MM10B3,1,
MP03G0,1,
MT03F4,1,
MN04A5,2,
MT00A0,1,
MY06C0,2,
MS00C4,1,
MV20A1,1,
MR02A2,1,
MM07A0,1,
MJ06C3,2,
MV21E2,1,
MW16C2,1,
MU00D0,2,
MQ11A2,1,
MW04I5,1,
MJ08C1,2,
MY06C0,1,
MS07B1,1,
MW13B1,1,
MW23B2,2,
MT15C3,4,
MT00A0,1,
MK09A4,1,
MJ10A2,1,
MK06B1,1,
MC01D0,1,
MJ01G2,1,
MJ09A0,1,
MJ08A2,2,
MK00B4,1,
MW23B2,0,
MJ04E1,1,
MX16G2,1,
MJ10A2,0,
MP10F4,1,
MY11D2,1,
MC02C3,1,
MW13B1,0,
MT14D4,1,
MJ00F1,1,
MK08A2,4,
MJ08F1,1,
ME08G0,3,
MJ00A3,1,
MR05B2,1,
MJ04A4,2,
MK08D3,1,
MJ06A3,1,
MC01B0,1,
MD07A3,2,
MJ11B0,1,
MJ09C3,1,
MK10A2,6,
MT05C5,1,
MC01B1,2,
MJ05E3,1,
