Identifiant du conteneur,Quantité,
MM05B5,1,
MM01D4,1,
MM05C4,1,
MM00D2,1,
MM01E4,1,
MM02A4,1,
QA04B0,2,
MY18A5,1,
MX18C2,1,
MY20D5,1,
MW14C5,1,
MT21G0,1,
MY00A0,1,
MT08C2,1,
MW00A3,1,
MJ08D2,1,
MF04B4,1,
ML10E3,1,
MF04H2,1,
MW09B1,1,
MW09D3,1,
ZM19B1,1,
MX06C3,1,
MW11B4,2,
MP08B2,1,
ZM17B1,1,
MR09A2,2,
MT03E0,1,
MJ05F2,1,
MI05B4,1,
ZM15C2,1,
MI04D1,1,
MR01B2,2,
MF02F6,1,
MS07A2,1,
ZM11A3,2,
MU00B2,1,
ZM16A2,1,
MQ05F2,1,
MO00B2,2,
MN00A3,1,
MW02C1,1,
MV03A4,1,
MK05A0,2,
MK10C2,2,
MD04A3,1,
MX05A0,1,
MT12C5,1,
MO06F2,1,
MQ00B2,1,
ZM18A1,1,
MO06D5,1,
MO01B3,1,
MW13F5,1,
MW04C2,1,
MX01A0,1,
MW04G4,1,
MT04F1,1,
ZM18B1,1,
ZM17B3,1,
MR10B1,2,
MS07B5,1,
MQ11B4,2,
MS08B4,1,
MJ05D0,1,
MR11C2,2,
QA02B2,2,
ZM13A0,1,
MF00H3,1,
MR01B2,3,
MM09C1,2,
MS08B1,1,
MF06H6,2,
MI10A4,1,
MF01C3,1,
MD02D3,1,
MX05B0,1,
MR10D0,1,
ML11E3,3,
MC01C2,1,
MS08B2,1,
MO04B3,1,
MP01A1,1,
MC05D0,1,
MM10C4,1,
MP07A2,1,
MF02G4,1,
MO04B2,1,
MN00A3,2,
MC04D3,1,
MR01C1,1,
MI06D5,1,
MP07A3,1,
MY00B0,1,
MJ03D4,1,
MK09D4,1,
MS07A1,1,
MW00B3,1,
MP00A4,1,
MX04C4,2,
MS02A4,1,
MR01B3,1,
ZM23B2,1,
MJ04F0,1,
MS08G5,1,
MW04I5,1,
MQ11E4,1,
MO06A2,1,
MR11C4,1,
ZM13B0,1,
MR10A1,1,
MO11C3,0,
MW06A3,1,
MN04A5,2,
MU00D0,1,
MP00D3,3,
MX16C2,1,
ME01A3,1,
MO04B2,1,
ZM13A1,1,
ZM15C1,1,
MC06E5,1,
QA00A0,0,
MX04D5,1,
MQ07D1,2,
MN08A2,1,
ME10E1,2,
ME11D1,2,
MW00A3,2,
MI11E1,1,
MR10A1,3,
MY07D2,1,
ML10E3,1,
MJ00A3,1,
ML09A4,1,
MQ10B0,2,
ZM02A2,2,
MA09B1,2,
MD03E4,1,
MJ02C1,1,
MY11D4,1,
MY13D0,1,
MY07F2,1,
QA01A3,1,
MJ10D0,1,
MM03F0,4,
MF03A2,1,
MR01C1,1,
MW04F4,1,
MQ05A2,2,
MK00A2,1,
MF05D3,1,
ZM03A3,1,
MF03C1,1,
MO05B1,1,
MJ09D0,1,
MX19B1,1,
MM07A2,1,
MO11B2,1,
QA00A1,2,
MO11C3,1,
MJ08B3,0,
MP08A2,1,
ZM21C3,1,
MX02A2,1,
MN08B2,1,
MP07B2,1,
MK09A4,1,
MQ00A2,1,
MY01A0,1,
QA00A0,2,
MW04J3,1,
MW01C3,1,
MY11A2,1,
MK10A2,4,
MV18A4,1,
MQ10A3,2,
MI10G3,1,
MQ11D3,0,
MJ05E1,2,
MM07C4,2,
MX13C1,2,
MY18E0,1,
MF05A5,1,
MS09D4,1,
ZM11A3,1,
MO05B3,1,
MO05C0,1,
MO04C2,1,
MO05C1,1,
MR08A0,1,
QA02C2,1,
MJ10B1,1,
MW12B3,2,
MO00A4,3,
MO01A2,1,
MX04B2,1,
MW07D3,1,
MO10A1,1,
MX00A2,1,
MV18A4,1,
MN01A1,1,
MS08F2,3,
MR09A1,1,
MA01A1,2,
MO08A0,1,
MR11E2,4,
ZM13A3,1,
MC01D3,2,
ZM02A2,1,
MJ04D3,1,
MK05A0,2,
MT18A2,2,
MY11E3,0,
MR05A3,2,
ZM14C2,2,
MJ08A2,2,
MP00A3,1,
ZM18A3,2,
MX07A3,1,
ZM18C0,1,
MW00D1,1,
MQ08B0,1,
MC02D3,2,
MR11D2,1,
MB06A2,1,
MY07A3,1,
ZM02A2,1,
ML03K3,1,
MW04A2,1,
ZM13A2,1,
MO04B1,1,
MB01C3,1,
MC00C1,1,
MA04A2,1,
QA00A0,0,
MY02A1,1,
MO03F0,1,
MN00B0,1,
ML09F4,1,
MY03B4,1,
MP01A1,1,
MY21A0,0,
MY16C2,1,
MP00A2,1,
MP09A1,1,
MY12B3,1,
ML10A2,1,
MK09C0,1,
MI04B2,1,
MV22B3,1,
MJ05B2,1,
ZM01D0,3,
ZM14C1,1,
MP00B4,1,
MJ05C2,1,
MY13C3,1,
MJ03E2,1,
MW04G3,1,
MR06A1,1,
MD07C1,1,
MR10C3,1,
MN05A4,1,
MX18A2,1,
MN05B3,1,
MB05A2,1,
MY01B4,1,
MM08E3,1,
MY01E5,1,
MW08C3,1,
MC03E2,1,
MD05F1,1,
MJ02F1,1,
MX16B2,1,
MY02D0,1,
MY02D1,1,
MT08C3,2,
ME01B3,1,
MF08B3,1,
ML06C3,1,
MR11B1,1,
MQ09F1,1,
MP00A4,1,
MO11B2,1,
MQ08C1,1,
MO11C3,1,
ZM14C3,1,
MN05C4,1,
MQ10D2,1,
ML00D1,1,
ML01D2,1,
ML03I0,1,
MR09B2,1,
MQ08B0,1,
MM08E3,1,
MQ06D4,1,
MQ08C0,1,
MQ07B2,1,
MR08B0,1,
MS02C1,1,
MF02F4,1,
ZM18B2,1,
MO11B2,2,
MU00C1,1,
MP08A1,1,
MP06E2,1,
MO11C3,1,
MW14A5,1,
MY11A0,1,
ZM12C1,2,
ZM20A2,1,
MX00C0,1,
MQ11F3,1,
MX00A1,1,
ML10A4,1,
ML08E3,2,
MN00C1,3,
MW09C4,1,
MY09E2,1,
MO00A3,2,
MO05A3,2,
MY07B5,1,
MN07A3,1,
MJ02E0,2,
ME06B1,1,
ZM13C1,1,
MY19A4,1,
MW04B0,2,
MF05D3,1,
MT03F2,1,
ME08G2,2,
MD01D1,1,
MY07A4,1,
ZM22C0,0,
MT12C4,1,
ZM20A0,1,
ZM15B0,2,
ZM15B0,2,
MY13B3,5,
MC04C2,1,
MQ06A2,1,
MS07A0,1,
QA02A2,2,
MS01A3,1,
MO05C0,2,
MP11A0,1,
MO05A0,2,
MR08A3,0,
MS02B1,1,
MR09B2,2,
MR09D1,2,
ZM02A3,2,
MS00A2,1,
MR05B1,4,
ZM01B0,1,
MY01D2,1,
MW12B3,2,
MP03C3,1,
MY11A0,1,
ZM21C3,1,
MP00B3,1,
MW04A3,1,
MY09C5,1,
MR02A1,3,
MT10F4,1,
MN05C4,1,
MY16A3,1,
MJ05C2,2,
MM05E1,1,
MK09A4,1,
MS03B0,1,
ML02F3,1,
MI04D2,1,
MI10C5,3,
MQ08B0,2,
MV21D4,1,
MY04E1,2,
MW12C1,2,
MV21C4,1,
MI04B3,1,
MV22A0,1,
MV18F4,1,
MV18D3,1,
MF03G1,2,
QA02B2,2,
MN00C3,1,
MV18B4,2,
MX19E5,1,
MO11B1,2,
ZM01E1,1,
MO06D2,2,
MQ10A1,2,
MJ06B4,2,
MW08A3,1,
MV03D2,1,
MW01B0,1,
MW04E3,1,
MW04G3,1,
MQ06B1,1,
MM09B4,1,
MF06D3,1,
MN00A4,2,
MY11E1,1,
MN04A2,1,
MW12A1,1,
MS02A4,1,
MY03A3,1,
MQ11B2,1,
MW07D3,1,
MW09C5,1,
MW14C5,3,
MY18B3,1,
MN03B2,1,
MV03F0,1,
MP07C3,3,
MO03D1,2,
MR05B2,2,
MW04B4,1,
MR10C3,1,
MY01D0,1,
MR11A2,1,
MR05B1,1,
MV03D2,1,
MS07D1,1,
MP00A2,1,
MR09C0,2,
MS02G3,1,
MR09C3,1,
MT05F5,1,
MS00D3,1,
MC01B3,1,
MC02C1,1,
MR05C1,1,
ZM03A2,1,
MR10B0,1,
MM07A2,1,
MN07A2,1,
MI10C4,1,
MW02A2,1,
MR11A2,1,
ML03I0,1,
MT02B5,1,
MD10D1,1,
MY11C4,2,
MX00C2,2,
00000999990000258646,0,
MY01D5,1,
MY08A0,1,
MY18D2,1,
ZM00A0,1,
MX22A2,1,
MY01C4,1,
ZM01C1,2,
MX12A5,1,
MQ00A2,1,
MY03C5,0,
MP03H0,1,
MY16C0,1,
MP03G0,1,
MN03F0,1,
MU02A1,1,
MY17C2,1,
MV23C5,1,
MX16A5,1,
MY01F5,2,
MY22B3,1,
MI06D0,1,
MF05D3,1,
MS00C0,2,
MN08C1,1,
MR10D0,1,
MS01C5,1,
MX22H0,1,
MR10D1,1,
MR05B1,1,
MW04H0,2,
MM10E3,4,
ZM03A3,1,
MX07A3,2,
MY09A5,1,
MW04G5,1,
MP06E4,1,
MM09C3,3,
MN02D2,2,
00000999990000258813,0,
MO10A2,1,
MY05B0,1,
MT04B2,1,
MC04C3,2,
MT10D3,1,
MM07A4,1,
ML09B3,3,
MW17C1,2,
MX11C0,1,
MM10A2,3,
MT03D2,1,
MN04A5,1,
ML11E1,1,
MT09C0,2,
ZM16A1,2,
MW11B2,2,
MK09A4,1,
QA02A3,1,
MN00B4,1,
ZM16A1,2,
MS09E3,1,
MX00A1,1,
MR08A0,1,
MU03A0,1,
MO08B3,1,
MY22G0,1,
ML10A0,1,
MY21C1,1,
ME11F3,1,
MP00A3,1,
MP03D2,1,
MQ05B3,1,
MX04B2,1,
MN10B3,1,
MP11A0,1,
ML08E5,1,
MY05D0,1,
MX13B3,1,
MR05B2,2,
ZM17A3,1,
MX05B0,1,
MW04J0,1,
MM11E1,1,
MJ09A4,1,
MX23A4,1,
MW11C3,1,
MM08A4,1,
MK10C1,1,
MV18E1,1,
MK10A2,4,
MM08C4,1,
MU01B2,2,
MS09A0,1,
MW04B4,1,
MO04B2,2,
MS00A2,1,
MY19D1,1,
QA00A0,1,
MQ01D0,1,
MY00A0,1,
QA00B1,2,
MX00A1,1,
QA04A3,1,
MK10A2,0,
MY15C2,0,
MT12E3,1,
MW19C3,1,
ZM17A0,1,
MW07B3,1,
MC02D3,1,
ZM02A0,1,
ML08B3,1,
MO11B3,2,
MP00D2,1,
MW04B1,1,
QA02C3,1,
ZM21C0,1,
DC00H2,1,
MY06D2,0,
MK10C0,1,
MC00G1,1,
MY08C0,2,
ZM04C0,2,
MY11C4,1,
MW11B5,1,
MD01D0,1,
MV04E2,1,
ZM16A0,1,
ZM16A1,1,
MY17C2,1,
MY17D4,1,
MY12A3,1,
ZM20C2,3,
MF04A1,1,
ZM18A3,1,
MJ10A0,2,
MQ03B1,1,
MA04A3,2,
ZM03A2,1,
MY08A2,1,
00000999990000261196,0,
MN02A2,1,
MN07A3,1,
MW20D2,1,
MN04A5,1,
MP03G0,1,
MK10C1,2,
MY03A3,1,
MP10F4,1,
MO05B2,1,
MW13G5,1,
MY11A0,1,
MY01D0,2,
MB02C1,1,
MD03B3,2,
ME08G2,2,
MY01D4,1,
MY02F2,1,
MT13B1,1,
MY14C1,1,
MT13A0,1,
MD06A1,1,
MF02F4,1,
MA03F0,1,
MN10B1,1,
QA03B0,1,
MP06E4,2,
MA03E1,1,
MA01B2,1,
MQ00D0,1,
ZM13A3,1,
MY21E2,1,
MT08D3,1,
MW04A3,1,
MN03D4,1,
MN05C4,1,
MQ02B4,1,
ML10D4,2,
MO05B3,1,
MY07D0,1,
MK09B4,1,
MY23A4,1,
MQ06F5,1,
MO06D2,1,
MB06D3,1,
MJ05F3,1,
MN00C4,2,
MY03B3,1,
MC00C1,1,
MQ11B1,1,
MP03H0,1,
ZM16A3,1,
MM07C4,1,
MP07A2,2,
MC00C3,1,
MK00D4,1,
MX13C1,1,
ZM03A3,1,
MC08E1,1,
MW01B3,1,
MX00A2,0,
QA01A2,2,
MY16C0,1,
MT20A4,1,
MW11D4,1,
MY12D0,1,
MA01A3,1,
MD06B2,1,
MY01A3,1,
ML08E3,1,
MR03A2,1,
MX00C1,1,
ZM00B2,1,
MY01F3,1,
MJ00C0,1,
MN00B1,2,
MX04C3,2,
MI11D4,2,
MX03C3,1,
MX12A2,1,
MJ02B4,1,
MJ06C4,1,
MF00A3,1,
MK11C2,1,
QA04D0,1,
MM01C3,1,
MK06B1,1,
MM03C3,1,
MW22D2,1,
ML00B1,2,
ML05B3,2,
MT17A1,1,
MM03A5,1,
MP00C4,1,
MM00A0,1,
ML03E5,1,
ML09E4,1,
MK10A2,1,
MO09A1,1,
ZM03A2,2,
MT02E1,1,
ZM17B3,1,
MV23E0,2,
ZM16A1,2,
MO01C0,1,
MO00C0,1,
MO11A2,1,
MP00A4,1,
MO11B3,1,
ME11B1,1,
MT05C5,1,
MP03B1,1,
MQ00B1,1,
MP00A4,1,
MV03D2,1,
MX00D3,1,
MY15C2,1,
MY16A0,3,
MO11B1,2,
MV04A2,1,
MX03C3,2,
MX07A1,2,
ZM01F3,2,
MY21C1,1,
MN06A0,1,
MW09D3,1,
MW00A3,1,
MW04E1,1,
MR08A0,2,
MX03C2,0,
ZM02A2,1,
MJ06E0,2,
MN06B4,2,
MQ11C4,2,
QA01B2,1,
ZM12A3,1,
ML11E5,1,
MB11B2,1,
MJ06E0,1,
MS00A2,1,
MS01F0,1,
MC08C5,1,
MC08E1,1,
MW04F2,2,
MP05B0,1,
MT00A0,2,
MJ03B1,1,
MX03C3,2,
00000999990000263749,0,
MW01D0,5,
MY07D5,2,
MX23D3,2,
MS03B0,1,
MD03E2,1,
MY13B3,1,
MK08E4,1,
MY04A3,1,
MY12C1,1,
MY16A0,2,
ZM13B0,1,
MY15A1,1,
MM09C1,2,
ZM13C2,1,
ZM15C3,1,
MT04C5,1,
MW11A4,1,
MK09A3,2,
MQ08B0,1,
ME05F0,1,
MY01D0,1,
ME07A3,1,
MX22D1,1,
MT03A3,2,
MD09C0,1,
MB05A2,1,
MP00B1,1,
MO01A2,1,
MO03F0,1,
MY21E2,3,
00000999990000264333,0,
MK08A3,2,
MW08C3,1,
MV21C3,1,
MY09F4,1,
MN07A3,2,
ZM23A5,2,
MY03E2,1,
MY03B4,1,
ZM01D4,1,
MY11B5,1,
ZM01B4,2,
MY06C0,2,
MT09D1,1,
MU02A1,1,
MY01A1,2,
MV21D5,1,
MB07C2,1,
MB02C0,1,
MX00D2,1,
MY19D1,1,
MT04A1,1,
MJ11B4,1,
MX22B2,1,
MX09A1,1,
MT05F2,1,
ZM11A1,1,
MC04C3,1,
MP06A3,1,
MK10C1,1,
MW04A3,1,
MC01C1,1,
MJ11B0,1,
MR08A1,1,
MN05E0,1,
MX15B2,1,
MM10B3,2,
MO06B3,1,
ZM03A3,2,
QA02B2,2,
QA00A0,2,
MJ08E3,1,
MJ04D3,1,
MQ08B4,1,
MJ08B2,1,
MK00D3,1,
MQ03D5,1,
MR11E2,1,
MC04C1,1,
ZM00B0,1,
MT02A3,1,
MT02A1,1,
MS00C3,1,
MQ04A5,1,
MR01B3,1,
MY21C5,1,
ML08B2,6,
MT00B0,1,
MO11A2,3,
MP03B1,1,
MX00C1,1,
MC01A3,1,
MW02A1,2,
ZM18A2,2,
MW04G3,1,
MN00A1,1,
MS00D3,1,
MX01A3,1,
MQ00D0,1,
MX00D2,1,
MX20B2,2,
MQ01A2,1,
MK11B0,2,
MK09E4,1,
MF07A3,1,
MR02A3,1,
MW09E2,1,
MB01E0,1,
MD06B2,1,
MA02D3,1,
ZM15B1,1,
MS07A1,1,
MN00B2,1,
MC02D3,2,
MX06A3,2,
MO04B1,1,
MJ06E1,1,
MS07D1,1,
MO05C0,1,
MM11A2,2,
ZM03A2,1,
MY10B2,1,
ZM14C3,1,
MY02C2,1,
ME01B3,1,
MD10G3,1,
MY02A5,1,
MY07A3,1,
MN00C1,1,
MN02C2,1,
ML11D0,1,
ML08E3,1,
MT10A4,1,
ML09D3,1,
MN00C2,1,
MM07D3,1,
MK08D1,1,
MN04B2,1,
QA02C2,1,
MY10C0,0,
MY08A2,1,
ZM14C3,0,
MM09C2,3,
MR11D0,2,
MS07A0,2,
MR10B2,1,
MW13B3,2,
MR08B0,1,
ZM03A2,1,
MT05C5,1,
ZM16A1,1,
MW16C3,1,
MM09B1,2,
MJ06C4,1,
MC02B2,1,
MP01D3,1,
MD02C1,1,
MK09E4,1,
MP07B3,3,
MK08B3,1,
MT10C3,2,
MR09A1,1,
ML09E4,2,
MQ04D3,1,
ML09D4,2,
MW23E3,2,
MA04B1,1,
MN00B2,1,
MX04E5,1,
QA00B0,1,
MF04H3,1,
MO11B2,3,
MJ08B3,1,
MT10E2,1,
MC01B2,2,
MF05D3,1,
MJ04C3,1,
ME01A2,1,
MD02D3,1,
MC03D2,3,
MR08A3,1,
MB11B2,1,
ZM11A1,1,
MV03D1,1,
MY17C3,1,
MP00C3,1,
MO10B1,1,
MK10A2,2,
MD04A3,1,
MY17C4,1,
MO06F2,1,
ML11B1,2,
MO11B2,1,
MO06E2,2,
MN05C4,2,
MY19C4,1,
MS00C3,1,
MP00A3,1,
MJ08A2,2,
MT13B2,1,
ZM13A2,1,
MJ10B1,1,
MW04D3,1,
MN02D2,1,
MQ01B2,1,
MX14B3,1,
MQ03E1,1,
MW10F4,1,
MW22F0,1,
MO00B4,2,
MT12B1,1,
MO03A0,2,
ML11E3,2,
MR08C1,1,
MT03A3,1,
MY05C1,1,
MO05A1,2,
MW03A2,1,
MY08A2,3,
MY23A0,1,
MM07A2,3,
ML08D4,1,
MD10D1,1,
MO10A1,1,
MR02A3,1,
MX06D4,1,
MR05A3,1,
MX12A2,1,
MO11A3,1,
MD11E1,1,
MY20C1,1,
MV18A3,1,
MY18F5,1,
MP10E3,1,
MT03G5,1,
MQ11D5,2,
MR08D1,1,
ZM14C3,2,
MR06B1,2,
MQ05D5,1,
MX04A3,1,
MS07B1,2,
MR05A3,2,
MY07A4,1,
MA01C3,1,
ZM18B0,1,
MK05A0,2,
MY03B0,1,
QA04A3,2,
MA04D1,1,
MI04B1,1,
MW21C5,1,
MY19A4,1,
DC00H2,1,
MM06C1,1,
MJ11D1,2,
MT10A3,1,
ME02E2,1,
ML02E4,1,
ML06C3,1,
ML05G1,1,
ML06E1,1,
MK06A1,1,
MM03D4,1,
ML03I0,1,
MJ11B0,1,
MM00D2,1,
MY21C1,1,
MT12E3,2,
MT10D3,2,
MT04B0,3,
MI04B1,1,
MF02E6,4,
MN00B0,2,
MC04A2,1,
MB10E0,2,
MN05E4,2,
MC04B3,1,
MY07A1,1,
MM02E0,1,
ZM01E1,1,
MD10F0,1,
MC01D3,2,
MX07A3,1,
MR10B1,1,
MR09B1,1,
MY07A1,1,
ZM23C5,1,
ME01A3,1,
ZM11A1,1,
MW00C0,1,
MP07B3,2,
MK08B3,1,
MT21G0,1,
MF01A1,1,
MR10B1,2,
MX22C3,1,
MT21C1,2,
MN01A2,1,
MF05A0,1,
MN03A2,1,
MY01D4,1,
MF07C3,2,
MS08C2,1,
MA02A3,1,
MS08F2,1,
MF04C4,1,
MW06C2,2,
ZM22B3,1,
MM09C1,2,
ML08A3,1,
MB01A0,1,
MY21F4,1,
MY22B1,1,
MY17C3,1,
MY06D2,1,
MP11A3,1,
MO03B1,1,
MO00B2,1,
MN02C1,1,
MM10E3,4,
MT09A3,1,
MR10D3,1,
ZM00C2,1,
MO01A2,1,
MM07C4,3,
MP02D1,1,
MS00A2,1,
MS07A1,1,
MO10B1,1,
ME07G1,1,
MO11B3,3,
MW03D3,2,
MC04B2,1,
MN00C4,1,
MO01A2,1,
MW17D2,2,
ZM16A0,1,
MD01E1,1,
MT02E1,1,
ML08D5,2,
MV21D1,1,
MR03A3,1,
MV21B5,1,
MV22B3,1,
MV21E4,1,
MV19F5,1,
MB09B0,1,
MP08A0,1,
ZM20C2,2,
MM09C1,1,
ZM18B3,1,
ME00A0,1,
MO08B0,1,
MD11C3,1,
MX16E4,1,
ML09D4,1,
MW04D5,2,
MJ01F2,1,
MQ04C8,1,
MQ04D8,1,
MF04A2,1,
MM07D3,2,
MX23F4,2,
QA00A0,2,
ME01B3,1,
MQ04B8,1,
MW04D3,1,
ZM16B3,1,
MO11B2,3,
MO04C1,1,
MO04D0,0,
MV03D5,1,
ML09B3,1,
MK09D2,1,
MN08A2,1,
MW17B3,1,
MR03A3,1,
MX00C0,1,
MJ08D2,1,
MO06B4,1,
MP06A3,1,
MA09B1,1,
MM11E3,1,
MW04E3,1,
MR06A3,1,
MO01C0,1,
ZM16B1,1,
MP08B2,1,
MY01D4,1,
MX04A3,0,
ML08D5,1,
MV23B0,1,
ZM15A1,1,
MW21B0,1,
MW15B0,1,
ZM15A1,1,
MX00D2,2,
MK08C3,1,
MF05H4,1,
ZM11A1,1,
MA02E2,2,
ZM23E3,1,
ZM17A1,1,
MF03B0,1,
MM08A1,1,
ZM01D4,1,
ML08E5,2,
MO11C3,1,
ZM01E1,1,
MR09A3,1,
MR08C2,1,
MS01C5,1,
MQ10D5,1,
MU01B2,1,
MY07C4,1,
MQ06D5,1,
MO10B1,1,
MR05A1,1,
MP07B3,1,
MN03A5,1,
ZM02A3,1,
MO04B2,1,
MQ04G4,1,
MO06F1,1,
MM07A3,1,
MT04F1,2,
ZM20A0,1,
MK09D4,1,
MV03A4,1,
MX04B2,1,
MW02A2,1,
MY23B3,3,
MS09E3,1,
MS07D3,2,
ML08E3,2,
MX12C3,1,
MY01B5,1,
MY00A0,1,
MO10C0,1,
MW08C1,1,
ZM13C3,1,
MX22B2,1,
MN07A3,2,
MO02A3,1,
MO06B4,1,
MQ00B2,1,
MN02B0,1,
MB07E2,1,
MO11B2,1,
ZM22B2,1,
MK11C0,1,
MV18F5,1,
MO11C3,1,
MT09B3,1,
MJ08A2,2,
MJ00E1,1,
MC01D3,2,
MK08B3,1,
MM07C4,1,
ZM11A2,1,
MR08A1,1,
ZM11A2,1,
ZM12A3,1,
MF06E0,1,
MJ06E4,1,
MI06A4,1,
MV23B0,1,
MB11B2,1,
MQ00C3,1,
ML08D4,1,
MW00B1,1,
MK10B1,2,
MT03F5,1,
MM09E1,1,
MY10C0,1,
MY16A4,2,
MY05B1,2,
MJ06B4,2,
MN06C1,1,
MM08B2,1,
MY07A3,1,
MY05D0,3,
ZM20C2,1,
MW09G4,1,
MX06A4,1,
ME01A0,1,
MF03C5,1,
MV23D2,1,
ZM00B2,1,
QA02B2,2,
MT13B2,4,
MR01C2,1,
MC10F5,2,
ZM13C3,1,
MW04A5,1,
MM07A2,1,
MA01A0,1,
MT09A4,1,
QA02F0,1,
MO11A3,2,
ZM22C0,1,
MY07C3,1,
MM04C1,1,
MY15C1,1,
MX14C4,1,
ZM18B3,1,
MO02A2,1,
MP03G0,1,
MN01A1,1,
MY11C0,1,
MN06B2,1,
MY02E1,1,
MT09B3,2,
MY17D2,1,
MW12B3,1,
MY07A3,1,
MY02A0,1,
MY19A2,1,
ML03F1,1,
ML08E3,1,
MY08A0,1,
MF01A5,2,
MK00B4,1,
ME05C2,1,
MD05C3,2,
MW00A1,1,
MO06A1,1,
MX19C2,1,
MP08A2,1,
MT13B1,1,
ZM03C0,1,
MP07B2,1,
MD05G1,1,
MQ04G4,1,
MO02B1,1,
ML11D2,2,
MO03F0,1,
MD05E2,1,
ML08E3,1,
MW12A2,1,
MX06D4,1,
MN05A0,1,
MD05C1,1,
MW13C2,1,
MP11B1,1,
MW09D3,1,
MQ11A0,1,
MW00A1,1,
MM08C4,2,
MV23B5,1,
MS07D0,1,
MK09E0,2,
MK04A1,2,
MX23A4,2,
MV18D3,2,
MR05A3,2,
QA01A1,1,
MV03B1,1,
MI10F4,1,
MK08C3,1,
MA02B2,1,
MP06A2,1,
MN01E4,1,
MC04A3,1,
MO06B3,2,
MC04C2,1,
ML10A1,2,
MW04G4,1,
MW04G3,1,
MS07A3,1,
MR02A2,1,
ML11C3,1,
ML11C2,1,
ZM21C0,1,
ZM25A4,1,
ML09A4,1,
ZM13A2,1,
MX22H0,1,
MY07B5,1,
MX22B2,1,
MY09C3,1,
MX06B3,1,
ZM16A1,1,
MJ09C0,1,
ZM21A2,1,
MR05C1,1,
MP06A2,1,
MP06E3,2,
MU01B2,2,
ML08F4,1,
MJ09A0,1,
QA01A2,1,
MD09D1,1,
MJ04D2,1,
MR11B3,1,
ZM01A1,1,
MO03F0,1,
MO03D1,1,
ZM27A2,1,
ME05A2,1,
QA01A2,1,
QA04B2,1,
MW01A1,2,
MJ00F4,1,
MP00A4,3,
QA04A2,1,
MT02E1,1,
ZM14C3,0,
MD03A0,0,
MO11B2,3,
MJ06B4,2,
MR11D0,2,
MX04D5,2,
MI10G6,1,
MP08C3,1,
MD05B0,1,
MF02H3,1,
MJ03D5,1,
MD06B2,1,
MY12B2,1,
MJ05B3,1,
MD04B3,1,
ZM14A0,1,
ZM01B1,1,
MP00A4,1,
MX06C4,1,
MW04I5,1,
MY07A2,1,
ML11A1,1,
MI06C3,1,
MJ00A4,1,
MX09C1,1,
MQ08A0,1,
MX02A2,1,
MQ08B0,1,
MM06D3,1,
MP00A4,1,
MR10C3,1,
MC01B3,1,
MN06A3,1,
MM01F5,1,
MC04A3,1,
ML11E1,1,
MM05B5,1,
MD04B1,1,
MY07D1,1,
MP06B1,1,
ZM20A3,1,
MF06E2,1,
MP06D0,1,
MJ09A4,2,
MY19C0,1,
MI06C3,1,
MY06B2,1,
MP00B3,1,
MW08B3,2,
MY01A1,1,
ZM20B3,1,
MF05C0,1,
MY01B4,1,
MC04D3,1,
MY03D1,1,
MM07D3,1,
MP10A3,1,
MX23E4,3,
MW04F4,2,
MU02A1,1,
MO09A0,1,
MQ11F3,1,
MQ00C0,1,
MF02G0,1,
MV21E3,2,
MN02C4,1,
MQ08B0,1,
MN01B2,1,
MO00B4,1,
MO04B1,1,
MQ11A5,1,
MC01A1,3,
MW04G3,3,
MF00F5,2,
MD06A2,1,
MO09A2,1,
MO09C2,2,
MX04B2,1,
MF00B5,1,
MW04A3,1,
ME00G2,1,
MO11B2,1,
MO06B4,2,
MF00D2,2,
MO01B3,1,
MC10D1,1,
MX05A0,1,
MP07B0,1,
MK04B1,1,
MQ03C2,1,
MW22F0,1,
MW08C0,2,
MK00B4,1,
MM00A2,1,
MF03C2,1,
MX21A2,1,
MI10C1,1,
MF00C0,1,
MJ04E1,1,
MX22E2,1,
MT00B0,1,
MY06D2,2,
MT02E5,1,
MM08D3,2,
MM07B5,1,
ZM23A1,2,
MV03B1,2,
MM10E2,1,
MY20F3,1,
MW01B3,1,
MY07E3,1,
MY20E1,1,
ZM11A1,1,
MN03B1,3,
MS08C1,1,
MY08A3,1,
MY19C4,1,
MO03B1,1,
MY05A1,1,
MY16B0,1,
ME09B2,1,
MX03A0,1,
MV20B2,1,
MM10B1,1,
MT03C0,1,
MR10B0,2,
MQ06B2,2,
MN03A1,1,
ZM23B2,1,
ZM16B0,1,
MP07B3,1,
MQ00B2,1,
ML09F4,1,
MN00A3,1,
MW19B0,1,
MX05A0,1,
MN06A2,1,
MP00C4,1,
MT03G5,2,
MR09C3,2,
MP00A4,1,
MF04E6,1,
MO11A2,2,
MF06G2,1,
MY07A2,1,
MT04F4,2,
ZM13A2,1,
MO02A2,1,
MO10B1,1,
MY09A5,1,
MA11B2,1,
MC03D2,1,
ML10E3,1,
MY20D0,1,
MT00B0,1,
MY20B1,1,
ZM00C1,1,
MT12F5,1,
MX01A2,2,
MF00G4,1,
MY20D0,1,
MK09C2,1,
ZM18B2,1,
MX12E5,1,
MR08B0,2,
ML11E1,1,
MS07A1,1,
MP09E3,1,
MP06D5,1,
MN03D5,1,
ZM14C3,0,
MS07B4,1,
MY03E2,1,
ZM20A0,1,
QA03D2,1,
MN03A3,1,
MN03A4,1,
MN00E5,1,
MX04B5,1,
MM07A4,1,
ZM11A2,1,
